# run_id=46
# repeat=1
# target=1000
# resistance=50
# accel=4
# decel=4
# max_speed=700
# max_pwm=1000
# current_limit=0
# log=1
# inertia=18
# load=10
# ki=2
# timestamp=2026-09-13T15:52:38.2828633+09:00
slot,index,time_ms,pos_delta,control_speed,pwm_out,current,flags
0,0,0,0,0,0,105,0x03
0,1,1,0,0,0,105,0x03
0,2,2,0,0,1,105,0x03
0,3,3,0,0,1,105,0x03
0,4,4,0,0,2,105,0x03
0,5,5,0,0,2,105,0x03
0,6,6,0,0,2,105,0x03
0,7,7,0,0,3,105,0x03
0,8,8,0,0,3,106,0x03
0,9,9,0,0,4,106,0x03
0,10,10,0,0,4,106,0x03
0,11,11,0,0,4,106,0x03
0,12,12,0,0,8,107,0x03
0,13,13,0,0,9,107,0x03
0,14,14,0,0,9,108,0x03
0,15,15,0,0,10,108,0x03
0,16,16,0,0,10,108,0x03
0,17,17,0,0,10,108,0x03
0,18,18,0,0,11,108,0x03
0,19,19,0,0,11,108,0x03
0,20,20,0,0,12,108,0x03
0,21,21,0,0,12,109,0x03
0,22,22,0,0,12,109,0x03
0,23,23,0,0,13,109,0x03
0,24,24,0,0,13,109,0x03
0,25,25,0,0,14,109,0x03
0,26,26,0,0,14,109,0x03
0,27,27,0,0,14,109,0x03
0,28,28,0,0,15,109,0x03
0,29,29,0,0,15,110,0x03
0,30,30,0,0,16,110,0x03
0,31,31,0,0,16,110,0x03
0,32,32,0,0,16,110,0x03
0,33,33,0,0,17,110,0x03
0,34,34,0,0,17,110,0x03
0,35,35,0,0,18,110,0x03
0,36,36,0,0,18,111,0x03
0,37,37,0,0,18,110,0x03
0,38,38,0,0,19,110,0x03
0,39,39,0,0,19,111,0x03
0,40,40,0,0,20,111,0x03
0,41,41,0,0,20,111,0x03
0,42,42,0,0,20,111,0x03
0,43,43,0,0,21,111,0x03
0,44,44,0,0,21,111,0x03
0,45,45,0,0,22,111,0x03
0,46,46,0,0,22,111,0x03
0,47,47,0,0,22,111,0x03
0,48,48,0,0,23,111,0x03
0,49,49,0,0,23,112,0x03
0,50,50,0,0,24,112,0x03
0,51,51,0,0,24,112,0x03
0,52,52,0,0,24,112,0x03
0,53,53,0,0,25,112,0x03
0,54,54,0,0,25,112,0x03
0,55,55,0,0,26,112,0x03
0,56,56,0,0,26,112,0x03
0,57,57,0,0,26,112,0x03
0,58,58,0,0,27,112,0x03
0,59,59,0,0,27,131,0x03
0,60,60,0,0,28,113,0x03
0,61,61,0,0,28,113,0x03
0,62,62,0,0,28,113,0x03
0,63,63,0,0,29,113,0x03
0,64,64,0,0,29,113,0x03
0,65,65,0,0,30,113,0x03
0,66,66,0,0,30,113,0x03
0,67,67,0,0,30,113,0x03
0,68,68,0,0,31,113,0x03
0,69,69,0,0,31,113,0x03
0,70,70,0,0,32,113,0x03
0,71,71,0,0,32,113,0x03
0,72,72,0,0,32,113,0x03
0,73,73,0,0,33,113,0x03
0,74,74,0,0,33,114,0x03
0,75,75,0,0,34,114,0x03
0,76,76,0,0,34,114,0x03
0,77,77,0,0,34,114,0x03
0,78,78,0,0,35,114,0x03
0,79,79,0,0,35,114,0x03
0,80,80,0,0,36,114,0x03
0,81,81,0,0,36,115,0x03
0,82,82,0,0,36,115,0x03
0,83,83,0,0,37,114,0x03
0,84,84,0,0,37,115,0x03
0,85,85,0,0,38,115,0x03
0,86,86,0,0,38,133,0x03
0,87,87,0,0,38,115,0x03
0,88,88,0,0,39,115,0x03
0,89,89,0,0,39,115,0x03
0,90,90,0,0,40,115,0x03
0,91,91,0,0,40,115,0x03
0,92,92,0,0,40,115,0x03
0,93,93,0,0,41,115,0x03
0,94,94,0,0,41,115,0x03
0,95,95,0,0,42,115,0x03
0,96,96,0,0,42,116,0x03
0,97,97,0,0,42,116,0x03
0,98,98,0,0,43,116,0x03
0,99,99,0,0,43,116,0x03
0,100,100,0,0,44,116,0x03
0,101,101,0,0,44,116,0x03
0,102,102,0,0,44,116,0x03
0,103,103,0,0,45,116,0x03
0,104,104,0,0,45,116,0x03
0,105,105,0,0,46,116,0x03
0,106,106,0,0,46,116,0x03
0,107,107,0,0,46,116,0x03
0,108,108,0,0,47,116,0x03
0,109,109,0,0,47,116,0x03
0,110,110,0,0,48,116,0x03
0,111,111,0,0,48,117,0x03
0,112,112,0,0,48,117,0x03
0,113,113,0,0,49,135,0x03
0,114,114,0,0,49,117,0x03
0,115,115,0,0,50,117,0x03
0,116,116,0,0,50,117,0x03
0,117,117,0,0,50,117,0x03
0,118,118,0,0,51,117,0x03
0,119,119,0,0,51,118,0x03
0,120,120,0,0,52,117,0x03
0,121,121,0,0,52,118,0x03
0,122,122,1,0,52,118,0x03
0,123,123,0,0,52,118,0x03
0,124,124,0,0,53,117,0x03
0,125,125,0,0,53,118,0x03
0,126,126,0,0,54,118,0x03
0,127,127,0,0,54,118,0x03
0,128,128,0,0,54,118,0x03
0,129,129,0,0,55,118,0x03
0,130,130,0,0,55,118,0x03
0,131,131,0,0,56,136,0x03
0,132,132,0,0,56,136,0x03
0,133,133,0,0,56,118,0x03
0,134,134,0,0,57,118,0x03
0,135,135,0,0,57,119,0x03
0,136,136,0,0,58,119,0x03
0,137,137,0,0,58,119,0x03
0,138,138,0,0,58,119,0x03
0,139,139,0,0,59,119,0x03
0,140,140,0,0,59,119,0x03
0,141,141,0,0,60,119,0x03
0,142,142,0,0,60,119,0x03
0,143,143,0,0,60,119,0x03
0,144,144,0,0,61,119,0x03
0,145,145,0,0,61,119,0x03
0,146,146,0,0,62,119,0x03
0,147,147,0,0,62,119,0x03
0,148,148,0,0,62,119,0x03
0,149,149,0,0,63,119,0x03
0,150,150,0,0,63,120,0x03
0,151,151,0,0,64,120,0x03
0,152,152,0,0,64,120,0x03
0,153,153,0,0,64,120,0x03
0,154,154,0,0,65,120,0x03
0,155,155,0,0,65,120,0x03
0,156,156,0,0,66,120,0x03
0,157,157,0,0,66,121,0x03
0,158,158,0,0,66,139,0x03
0,159,159,0,0,67,138,0x03
0,160,160,0,0,67,121,0x03
0,161,161,0,0,68,121,0x03
0,162,162,0,0,68,121,0x03
